film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,num_voted_users,rating,special_features,last_update
136, CHAPLIN LICENSE, A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India,2006,1,English,7,299.0,146,2699.0,33550, NC-17, Behind the Scenes, 2020-01-25 14:40:46
137, CHARADE DUFFEL, A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention,2006,1,English,3,299.0,66,2199.0,53250, PG, Trailers, 2020-01-25 14:40:46
138, CHARIOTS CONSPIRACY, A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station,2006,1,English,5,299.0,71,2999.0,11500, R, Deleted Scenes, 2020-01-25 14:40:46
139, CHASING FIGHT, A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank,2006,1,English,7,499.0,114,2199.0,52000, PG, Trailers, 2020-01-25 14:40:46
140, CHEAPER CLYDE, A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan,2006,1,English,6,99.0,87,2399.0,71350, G, Trailers, 2020-01-25 14:40:46
141, CHICAGO NORTH, A Fateful Yarn of a Mad Cow And a Waitress who must Battle a Student in California,2006,1,English,6,499.0,185,1199.0,46600, PG-13, Deleted Scenes, 2020-01-25 14:40:46
142, CHICKEN HELLFIGHTERS, A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia,2006,1,English,3,99.0,122,2499.0,19050, PG, Trailers, 2020-01-25 14:40:46
143, CHILL LUCK, A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies,2006,1,English,6,99.0,142,1799.0,32600, PG, Trailers, 2020-01-25 14:40:46
144, CHINATOWN GLADIATOR, A Brilliant Panorama of a Technical Writer And a Lumberjack who must Escape a Butler in Ancient India,2006,1,English,7,499.0,61,2499.0,28850, PG, Trailers, 2020-01-25 14:40:46
145, CHISUM BEHAVIOR, A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India,2006,1,English,5,499.0,124,2599.0,46450, G, Trailers, 2020-01-25 14:40:46
146, CHITTY LOCK, A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station,2006,1,English,6,299.0,107,2499.0,68750, G, Commentaries, 2020-01-25 14:40:46
147, CHOCOLAT HARRY, A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,2006,1,English,5,99.0,101,1699.0,50200, NC-17, Commentaries, 2020-01-25 14:40:46
148, CHOCOLATE DUCK, A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China,2006,1,English,3,299.0,132,1399.0,44900, R, Trailers, 2020-01-25 14:40:46
149, CHRISTMAS MOONSHINE, A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,1,English,7,99.0,150,2199.0,73800, NC-17, Trailers, 2020-01-25 14:40:46
150, CIDER DESIRE, A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,1,English,7,299.0,101,999.0,3250, PG, Behind the Scenes, 2020-01-25 14:40:46
151, CINCINATTI WHISPERER, A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,1,English,5,499.0,143,2699.0,26100, NC-17, Deleted Scenes, 2020-01-25 14:40:46
152, CIRCUS YOUTH, A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,1,English,5,299.0,90,1399.0,43700, PG-13, Trailers, 2020-01-25 14:40:46
153, CITIZEN SHREK, A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,1,English,7,99.0,165,1899.0,63150, G, Commentaries, 2020-01-25 14:40:46
154, CLASH FREDDY, A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,1,English,6,299.0,81,1299.0,30600, G, Commentaries, 2020-01-25 14:40:46
155, CLEOPATRA DEVIL, A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,1,English,6,99.0,150,2699.0,40700, PG-13, Trailers, 2020-01-25 14:40:46
156, CLERKS ANGELS, A Thrilling Display of a Sumo Wrestler And a Girl who must Confront a Man in A Baloon,2006,1,English,3,499.0,164,1599.0,34600, G, Commentaries, 2020-01-25 14:40:46
157, CLOCKWORK PARADISE, A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon,2006,1,English,7,99.0,143,2999.0,50900, PG-13, Trailers, 2020-01-25 14:40:46
158, CLONES PINOCCHIO, A Amazing Drama of a Car And a Robot who must Pursue a Dentist in New Orleans,2006,1,English,6,299.0,124,1699.0,73700, R, Behind the Scenes, 2020-01-25 14:40:46
159, CLOSER BANG, A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,2006,1,English,5,499.0,58,1299.0,61800, R, Trailers, 2020-01-25 14:40:46
160, CLUB GRAFFITI, A Epic Tale of a Pioneer And a Hunter who must Escape a Girl in A U-Boat,2006,1,English,4,99.0,65,1299.0,10900, PG-13, Trailers, 2020-01-25 14:40:46
161, CLUE GRAIL, A Taut Tale of a Butler And a Mad Scientist who must Build a Crocodile in Ancient China,2006,1,English,6,499.0,70,2799.0,23100, NC-17, Trailers, 2020-01-25 14:40:46
162, CLUELESS BUCKET, A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House,2006,1,English,4,299.0,95,1399.0,5800, R, Trailers, 2020-01-25 14:40:46
163, CLYDE THEORY, A Beautiful Yarn of a Astronaut And a Frisbee who must Overcome a Explorer in A Jet Boat,2006,1,English,4,99.0,139,2999.0,36750, PG-13, Commentaries, 2020-01-25 14:40:46
164, COAST RAINBOW, A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert,2006,1,English,4,99.0,55,2099.0,12400, PG, Trailers, 2020-01-25 14:40:46
165, COLDBLOODED DARLING, A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico,2006,1,English,7,499.0,70,2799.0,28700, G, Trailers, 2020-01-25 14:40:46
166, COLOR PHILADELPHIA, A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,2006,1,English,6,299.0,149,1999.0,29250, G, Commentaries, 2020-01-25 14:40:46
167, COMA HEAD, A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California,2006,1,English,6,499.0,109,1099.0,60250, NC-17, Commentaries, 2020-01-25 14:40:46
168, COMANCHEROS ENEMY, A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico,2006,1,English,5,99.0,67,2399.0,59400, R, Trailers, 2020-01-25 14:40:46
169, COMFORTS RUSH, A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft,2006,1,English,3,299.0,76,1999.0,39200, NC-17, Commentaries, 2020-01-25 14:40:46
170, COMMAND DARLING, A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan,2006,1,English,5,499.0,120,2899.0,17900, PG-13, Behind the Scenes, 2020-01-25 14:40:46
171, COMMANDMENTS EXPRESS, A Fanciful Saga of a Student And a Mad Scientist who must Battle a Hunter in An Abandoned Mine Shaft,2006,1,English,6,499.0,59,1399.0,48950, R, Trailers, 2020-01-25 14:40:46
172, CONEHEADS SMOOCHY, A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria,2006,1,English,7,499.0,112,1299.0,36900, NC-17, Deleted Scenes, 2020-01-25 14:40:46
173, CONFESSIONS MAGUIRE, A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon,2006,1,English,7,499.0,65,2599.0,37750, PG-13, Behind the Scenes, 2020-01-25 14:40:46
174, CONFIDENTIAL INTERVIEW, A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan,2006,1,English,6,499.0,180,1399.0,950, NC-17, Commentaries, 2020-01-25 14:40:46
175, CONFUSED CANDLES, A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon,2006,1,English,3,299.0,122,2799.0,45550, PG-13, Trailers, 2020-01-25 14:40:46
176, CONGENIALITY QUEST, A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon,2006,1,English,6,99.0,87,2199.0,70950, PG-13, Commentaries, 2020-01-25 14:40:46
177, CONNECTICUT TRAMP, A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank,2006,1,English,4,499.0,172,2099.0,63900, R, Commentaries, 2020-01-25 14:40:46
178, CONNECTION MICROCOSMOS, A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station,2006,1,English,6,99.0,115,2599.0,29750, G, Deleted Scenes, 2020-01-25 14:40:46
179, CONQUERER NUTS, A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft,2006,1,English,4,499.0,173,1499.0,34100, G, Commentaries, 2020-01-25 14:40:46
180, CONSPIRACY SPIRIT, A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft,2006,1,English,4,299.0,184,2799.0,4200, PG-13, Trailers, 2020-01-25 14:40:46
181, CONTACT ANONYMOUS, A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India,2006,1,English,7,299.0,166,1099.0,72750, PG-13, Commentaries, 2020-01-25 14:40:46
182, CONTROL ANTHEM, A Fateful Documentary of a Robot And a Student who must Battle a Cat in A Monastery,2006,1,English,7,499.0,185,999.0,43000, G, Commentaries, 2020-01-25 14:40:46
183, CONVERSATION DOWNHILL, A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention,2006,1,English,4,499.0,112,1499.0,73750, R, Commentaries, 2020-01-25 14:40:46
184, CORE SUIT, A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse,2006,1,English,3,299.0,92,2499.0,8750, PG-13, Deleted Scenes, 2020-01-25 14:40:46
185, COWBOY DOOM, A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon,2006,1,English,3,299.0,146,1099.0,53550, PG, Commentaries, 2020-01-25 14:40:46
186, CRAFT OUTFIELD, A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory,2006,1,English,6,99.0,64,1799.0,10500, NC-17, Deleted Scenes, 2020-01-25 14:40:46
187, CRANES RESERVOIR, A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory,2006,1,English,5,299.0,57,1299.0,45950, NC-17, Commentaries, 2020-01-25 14:40:46
188, CRAZY HOME, A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback,2006,1,English,7,299.0,136,2499.0,44100, PG, Commentaries, 2020-01-25 14:40:46
189, CREATURES SHAKESPEARE, A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India,2006,1,English,3,99.0,139,2399.0,5700, NC-17, Trailers, 2020-01-25 14:40:46
190, CREEPERS KANE, A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat,2006,1,English,5,499.0,172,2399.0,50300, NC-17, Trailers, 2020-01-25 14:40:46
191, CROOKED FROGMEN, A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park,2006,1,English,6,99.0,143,2799.0,3300, PG-13, Commentaries, 2020-01-25 14:40:46
192, CROSSING DIVORCE, A Beautiful Documentary of a Dog And a Robot who must Redeem a Womanizer in Berlin,2006,1,English,4,499.0,50,1999.0,19650, R, Commentaries, 2020-01-25 14:40:46
193, CROSSROADS CASUALTIES, A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback,2006,1,English,5,299.0,153,2099.0,11400, G, Trailers, 2020-01-25 14:40:46
194, CROW GREASE, A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station,2006,1,English,6,99.0,104,2299.0,75100, PG, Trailers, 2020-01-25 14:40:46
195, CROWDS TELEMARK, A Intrepid Documentary of a Astronaut And a Forensic Psychologist who must Find a Frisbee in An Abandoned Fun House,2006,1,English,3,499.0,112,1699.0,33050, R, Trailers, 2020-01-25 14:40:46
196, CRUELTY UNFORGIVEN, A Brilliant Tale of a Car And a Moose who must Battle a Dentist in Nigeria,2006,1,English,7,99.0,69,2999.0,16950, G, Deleted Scenes, 2020-01-25 14:40:46
197, CRUSADE HONEY, A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park,2006,1,English,4,299.0,112,2799.0,62850, R, Commentaries, 2020-01-25 14:40:46
198, CRYSTAL BREAKING, A Fast-Paced Character Study of a Feminist And a Explorer who must Face a Pastry Chef in Ancient Japan,2006,1,English,6,299.0,184,2299.0,32300, NC-17, Trailers, 2020-01-25 14:40:46
199, CUPBOARD SINNERS, A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park,2006,1,English,4,299.0,56,2999.0,49850, R, Behind the Scenes, 2020-01-25 14:40:46
200, CURTAIN VIDEOTAPE, A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank,2006,1,English,7,99.0,133,2799.0,75500, PG-13, Trailers, 2020-01-25 14:40:46
201, CYCLONE FAMILY, A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention,2006,1,English,7,299.0,176,1899.0,73800, PG, Trailers, 2020-01-25 14:40:46
202, DADDY PITTSBURGH, A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico,2006,1,English,5,499.0,161,2699.0,65450, G, Deleted Scenes, 2020-01-25 14:40:46
203, DAISY MENAGERIE, A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,2006,1,English,5,499.0,84,999.0,28900, G, Trailers, 2020-01-25 14:40:46
204, DALMATIONS SWEDEN, A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse,2006,1,English,4,99.0,106,2599.0,25150, PG, Trailers, 2020-01-25 14:40:46
205, DANCES NONE, A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park,2006,1,English,3,99.0,58,2299.0,39100, NC-17, Trailers, 2020-01-25 14:40:46
206, DANCING FEVER, A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank,2006,1,English,6,99.0,144,2599.0,43100, G, Commentaries, 2020-01-25 14:40:46
207, DANGEROUS UPTOWN, A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California,2006,1,English,7,499.0,121,2699.0,21200, PG, Commentaries, 2020-01-25 14:40:46
208, DARES PLUTO, A Fateful Story of a Robot And a Dentist who must Defeat a Astronaut in New Orleans,2006,1,English,7,299.0,89,1699.0,53750, PG-13, Commentaries, 2020-01-25 14:40:46
209, DARKNESS WAR, A Touching Documentary of a Husband And a Hunter who must Escape a Boy in The Sahara Desert,2006,1,English,6,299.0,99,2499.0,51000, NC-17, Deleted Scenes, 2020-01-25 14:40:46
210, DARKO DORADO, A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans,2006,1,English,3,499.0,130,1399.0,16800, NC-17, Trailers, 2020-01-25 14:40:46
211, DARLING BREAKING, A Brilliant Documentary of a Astronaut And a Squirrel who must Succumb a Student in The Gulf of Mexico,2006,1,English,7,499.0,165,2099.0,8050, PG-13, Commentaries, 2020-01-25 14:40:46
212, DARN FORRESTER, A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat,2006,1,English,7,499.0,185,1499.0,66900, G, Deleted Scenes, 2020-01-25 14:40:46
213, DATE SPEED, A Touching Saga of a Composer And a Moose who must Discover a Dentist in A MySQL Convention,2006,1,English,4,99.0,104,1999.0,2200, R, Commentaries, 2020-01-25 14:40:46
214, DAUGHTER MADIGAN, A Beautiful Tale of a Hunter And a Mad Scientist who must Confront a Squirrel in The First Manned Space Station,2006,1,English,3,499.0,59,1399.0,41450, PG-13, Trailers, 2020-01-25 14:40:46
215, DAWN POND, A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin,2006,1,English,4,499.0,57,2799.0,46600, PG, Trailers, 2020-01-25 14:40:46
216, DAY UNFAITHFUL, A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat,2006,1,English,3,499.0,113,1699.0,31700, G, Trailers, 2020-01-25 14:40:46
217, DAZED PUNK, A Action-Packed Story of a Pioneer And a Technical Writer who must Discover a Forensic Psychologist in An Abandoned Amusement Park,2006,1,English,6,499.0,120,2099.0,18600, G, Commentaries, 2020-01-25 14:40:46
218, DECEIVER BETRAYED, A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India,2006,1,English,7,99.0,122,2299.0,75100, NC-17, Trailers, 2020-01-25 14:40:46
219, DEEP CRUSADE, A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia,2006,1,English,6,499.0,51,2099.0,11350, PG-13, Commentaries, 2020-01-25 14:40:46
220, DEER VIRGINIAN, A Thoughtful Story of a Mad Cow And a Womanizer who must Overcome a Mad Scientist in Soviet Georgia,2006,1,English,7,299.0,106,1399.0,62800, NC-17, Deleted Scenes, 2020-01-25 14:40:46
221, DELIVERANCE MULHOLLAND, A Astounding Saga of a Monkey And a Moose who must Conquer a Butler in A Shark Tank,2006,1,English,4,99.0,100,999.0,48750, R, Deleted Scenes, 2020-01-25 14:40:46
222, DESERT POSEIDON, A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans,2006,1,English,4,499.0,64,2799.0,55400, R, Trailers, 2020-01-25 14:40:46
223, DESIRE ALIEN, A Fast-Paced Tale of a Dog And a Forensic Psychologist who must Meet a Astronaut in The First Manned Space Station,2006,1,English,7,299.0,76,2499.0,53650, NC-17, Deleted Scenes, 2020-01-25 14:40:46
224, DESPERATE TRAINSPOTTING, A Epic Yarn of a Forensic Psychologist And a Teacher who must Face a Lumberjack in California,2006,1,English,7,499.0,81,2999.0,25100, G, Deleted Scenes, 2020-01-25 14:40:46
225, DESTINATION JERK, A Beautiful Yarn of a Teacher And a Cat who must Build a Car in A U-Boat,2006,1,English,3,99.0,76,1999.0,41600, PG-13, Trailers, 2020-01-25 14:40:46
226, DESTINY SATURDAY, A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia,2006,1,English,4,499.0,56,2099.0,55650, G, Trailers, 2020-01-25 14:40:46
227, DETAILS PACKER, A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat,2006,1,English,4,499.0,f88,1799.0,76500, R, Commentaries, 2020-01-25 14:40:46
228, DETECTIVE VISION, A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan,2006,1,English,4,99.0,143,1699.0,61350, PG-13, Trailers, 2020-01-25 14:40:46
229, DEVIL DESIRE, A Beautiful Reflection of a Monkey And a Dentist who must Face a Database Administrator in Ancient Japan,2006,1,English,6,499.0,87,1299.0,400, R, Trailers, 2020-01-25 14:40:46
230, DIARY PANIC, A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India,2006,1,English,7,299.0,107,2099.0,49000, G, Commentaries, 2020-01-25 14:40:46
